time_unit,group_type,group,feature,n,missing_pct,pearson_target,spearman_target,pearson_log_target,spearman_log_target,abs_spearman_log_target,feature_group
weekly,coast_distance_group,far_coast,Red_SWIR1_median_week,54,0.8491620111731844,0.7022002143796473,0.2994053084538672,0.550882144891642,0.2994053084538672,0.2994053084538672,spectral
weekly,coast_distance_group,far_coast,NDWI_median_week,54,0.8491620111731844,0.37589203088769896,0.29208600373994525,0.36967843625619956,0.29208600373994525,0.29208600373994525,spectral
weekly,coast_distance_group,far_coast,temperature_2m_c_mean,358,0.0,0.23922256979393539,0.28693991863604484,0.30848078239644866,0.28693991863604484,0.28693991863604484,weather
weekly,coast_distance_group,far_coast,Red_SWIR2_median_week,54,0.8491620111731844,0.6195495591142373,0.2715767019894767,0.4771458941739624,0.2715767019894767,0.2715767019894767,spectral
weekly,coast_distance_group,far_coast,solar_radiation_mj_m2_sum,358,0.0,-0.44562542430063823,-0.2691029091029406,-0.43755108051807035,-0.2691029091029406,0.2691029091029406,weather
weekly,coast_distance_group,far_coast,MNDWI_median_week,54,0.8491620111731844,0.49791890512312137,0.2538502608854471,0.37643998208735735,0.2538502608854471,0.2538502608854471,spectral
weekly,coast_distance_group,far_coast,Distance_to_Coast_first,358,0.0,-0.09290219289456271,-0.251338725913351,-0.26923158197875696,-0.251338725913351,0.251338725913351,static
weekly,coast_distance_group,far_coast,surface_pressure_hpa_min,358,0.0,0.19521033375281618,0.24444952402371026,0.23691957799334457,0.24444952402371026,0.24444952402371026,weather
weekly,coast_distance_group,far_coast,s2_available,358,0.0,0.24633722238956263,0.23295559362695267,0.26230814516083756,0.23295559362695267,0.23295559362695267,spectral
weekly,coast_distance_group,far_coast,precipitation_mm_sum,358,0.0,-0.18523887039890785,-0.2322151817029761,-0.23183274393120046,-0.2322151817029761,0.2322151817029761,weather
weekly,coast_distance_group,far_coast,B11_median_week,54,0.8491620111731844,-0.2368893367027223,-0.22948476048273472,-0.17894436291886862,-0.22948476048273472,0.22948476048273472,spectral
weekly,coast_distance_group,far_coast,month_sin,358,0.0,0.11264167153421288,0.20619286763893022,0.151699245676031,0.20619286763893022,0.20619286763893022,season
weekly,coast_distance_group,far_coast,doy_sin,358,0.0,0.1249210049863624,0.19755679021522726,0.19518180799965953,0.19755679021522726,0.19755679021522726,season
weekly,coast_distance_group,far_coast,week_sin,358,0.0,0.13034514337926087,0.19173512208369747,0.19430826314939975,0.19173512208369747,0.19173512208369747,season
weekly,coast_distance_group,far_coast,B12_median_week,54,0.8491620111731844,-0.21729375648335672,-0.18642064786755236,-0.1635161493946318,-0.18642064786755236,0.18642064786755236,spectral
weekly,coast_distance_group,far_coast,potential_evaporation_mm_sum,358,0.0,-0.26951271521537573,-0.12807751440235732,-0.20617737033490832,-0.12807751440235732,0.12807751440235732,weather
weekly,coast_distance_group,far_coast,week_cos,358,0.0,-0.038231190715338564,-0.09833120286619067,-0.07368688923613631,-0.09833120286619067,0.09833120286619067,season
weekly,coast_distance_group,far_coast,doy_cos,358,0.0,-0.017392062764237454,-0.08834655806541003,-0.05322151693293495,-0.08834655806541003,0.08834655806541003,season
weekly,coast_distance_group,far_coast,month_cos,358,0.0,-0.03911765170089972,-0.0822169054781784,-0.08010462608416576,-0.0822169054781784,0.0822169054781784,season
weekly,coast_distance_group,far_coast,DEM_first,358,0.0,-0.08403974712438528,-0.07989232102341677,-0.03579833674831724,-0.07989232102341677,0.07989232102341677,static
