year_month,station_id,observed_days,salinity_mean,salinity_median,salinity_std,salinity_min,salinity_max
2022-02,MY_HOA,28,3.735714285714286,3.55,1.7969550965585146,1.0,8.0
2022-02,SON_DOC,12,14.516666666666666,13.75,3.108297790031572,10.7,20.0
2022-02,TAN_AN,28,0.9142857142857144,0.95,0.39787796911475054,0.4,1.7
2022-02,TRAN_DE,28,15.075000000000001,15.9,2.985722196895926,8.2,19.5
2022-02,TRA_KHA,28,12.828571428571427,12.600000000000001,3.87669744354432,5.7,19.6
2022-02,TRA_VINH,28,4.792857142857143,3.9,2.2628936852375174,2.0,9.5
2022-02,TUYEN_NHON,28,0.1,0.1,0.0,0.1,0.1
2022-02,VAM_KENH,28,20.232142857142858,20.4,1.0285025329659907,18.0,21.7
2022-02,XEO_RO,28,11.082142857142857,10.5,3.0016111194105934,6.7,18.3
2022-02,XUAN_KHANH,28,0.1,0.1,0.0,0.1,0.1
2022-03,AN_THUAN,12,22.55,22.0,3.934578642105033,17.9,27.8
2022-03,BEN_LUC,31,0.9870967741935484,0.8,0.355660826709822,0.6,1.7
2022-03,BEN_TRAI,12,15.75,16.35,5.795060592670906,6.6,23.6
2022-03,BINH_DAI,12,20.558333333333334,20.95,1.7349133241820016,17.2,23.4
2022-03,CAU_NOI,31,9.167741935483871,9.3,2.007052083159809,5.1,12.4
2022-03,CAU_QUAN,31,4.296774193548386,3.5,2.9725952601464543,0.8,9.8
2022-03,DAI_NGAI,31,3.3741935483870966,3.3,2.540074505722944,0.2,7.0
2022-03,GO_QUAO,31,2.8677419354838714,2.7,1.6328680487155502,0.2,6.3
2022-03,HOA_BINH,31,11.493548387096775,12.0,1.979382981953546,7.5,14.3
2022-03,HUNG_MY,31,8.83548387096774,8.6,2.9785397302589707,4.3,13.7
2022-03,HUONG_MY,12,5.483333333333333,4.5,3.490202737881447,1.3,10.7
2022-03,LOC_THUAN,12,9.950000000000001,10.5,1.8293068732073459,6.4,12.5
2022-03,MY_HOA,31,4.067741935483871,4.6,2.053839834192562,0.9,7.2
2022-03,SON_DOC,12,12.208333333333334,13.0,4.20507449579095,6.3,18.7
2022-03,TAN_AN,31,0.4483870967741936,0.4,0.13384311149485303,0.3,0.8
2022-03,TRAN_DE,31,13.796774193548387,14.4,3.5802685067806252,7.9,19.6
2022-03,TRA_KHA,31,10.412903225806453,9.6,3.895188650586248,5.5,17.8
2022-03,TRA_VINH,31,4.638709677419355,3.8,2.76811336706126,0.8,9.3
2022-03,TUYEN_NHON,31,0.1,0.1,0.0,0.1,0.1
2022-03,VAM_KENH,31,19.80516129032258,20.3,1.6052494530295307,16.5,21.6
2022-03,XEO_RO,31,7.561290322580645,7.6,2.6607865277463647,3.5,13.2
2022-03,XUAN_KHANH,31,0.1,0.1,0.0,0.1,0.1
2022-04,AN_THUAN,12,18.433333333333334,18.0,2.3097946911254943,15.2,23.5
2022-04,BEN_LUC,30,0.5466666666666666,0.5,0.08995528902176074,0.5,0.8
2022-04,BEN_TRAI,12,14.016666666666666,15.1,3.713080890173239,7.8,19.5
2022-04,BINH_DAI,11,18.145454545454545,19.1,3.776602609850191,11.5,22.8
2022-04,CAU_NOI,30,5.753333333333333,5.8,1.4975228588050595,3.6,9.4
2022-04,CAU_QUAN,30,1.12,0.95,0.7009353356962297,0.2,2.5
